,author_ID,Gender,Repo_name,Commit_datetime,Commit_message,Added,Deleted,Modified,Removed,Day,MSG_LEN,Tag,Message,Tag_type,Message_Type,tagMessageAccuracy,Commit_Type,Commit_Type_2,Project_Type,team_info,count_of_females,count_of_males,predicted_tags
36512,rjlinwgjwn,M,csc216-T-P2-32,2020-10-27 22:18:44,Began implementation of manager classes,2.0,1.0,25.0,0.0,1,39.0,Untagged,Began implementation of manager classes,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
36513,rjlinwgjwn,M,csc216-T-P2-32,2020-10-26 14:48:07,Added field for SortedList of orders,2.0,1.0,25.0,0.0,0,36.0,Untagged,Added field for SortedList of orders,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
36499,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 13:31:32,Removed ModelException from setLastOrderNumber,2.0,1.0,24.0,0.0,3,46.0,Untagged,Removed ModelException from setLastOrderNumber,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36514,rjlinwgjwn,M,csc216-T-P2-32,2020-10-26 14:40:09,[Testing] Tested OrderItem,2.0,1.0,25.0,0.0,0,26.0,TESTING, Tested OrderItem,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
36516,rjlinwgjwn,M,csc216-T-P2-32,2020-10-26 14:16:11,[Testing] tested Customer,2.0,1.0,25.0,0.0,0,25.0,TESTING, tested Customer,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
36517,rjlinwgjwn,M,csc216-T-P2-32,2020-10-26 13:56:32,[Implementation] compareTo method for Customer; OrderItem; and MenuItem,2.0,1.0,25.0,0.0,0,71.0,IMPLEMENTATION, compareTo method for Customer; OrderItem; and MenuItem,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
36518,rjlinwgjwn,M,csc216-T-P2-32,2020-10-23 14:56:11,[Implementation] Began implementing Customer; MenuItem; and OrderItem,2.0,1.0,25.0,0.0,4,69.0,IMPLEMENTATION, Began implementing Customer; MenuItem; and OrderItem,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
36519,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 22:21:14,testing removing a throws declaration from addMenuItem,2.0,1.0,25.0,0.0,3,54.0,Untagged,testing removing a throws declaration from addMenuItem,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
36520,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 22:09:35,Removed unfinished throws ModelExceptions in MenuManager,2.0,1.0,25.0,0.0,3,56.0,Untagged,Removed unfinished throws ModelExceptions in MenuManager,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
36521,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 22:06:13,Added throws ModelException to Order,2.0,1.0,25.0,0.0,3,36.0,Untagged,Added throws ModelException to Order,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36522,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 22:04:34,Added throws ModelException to OrderItem,2.0,1.0,25.0,0.0,3,40.0,Untagged,Added throws ModelException to OrderItem,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36523,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 22:02:16,Added throws ModelException to MemuItem methods,2.0,1.0,25.0,0.0,3,47.0,Untagged,Added throws ModelException to MemuItem methods,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[skeleton]
36524,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 21:59:27,Added throws ModelException to Customer constructor,2.0,1.0,25.0,0.0,3,51.0,Untagged,Added throws ModelException to Customer constructor,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[skeleton]
36525,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 21:57:57,Added compareTo to MenuItem,2.0,1.0,25.0,0.0,3,27.0,Untagged,Added compareTo to MenuItem,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36526,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 21:50:14,Added exceptions to setters in customer,2.0,1.0,25.0,0.0,3,39.0,Untagged,Added exceptions to setters in customer,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36527,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 21:30:21,Merge branch 'main' of git@github.ncsu.edu:engr-csc216-fall2020/csc216-T-P2-32.git into main,2.0,1.0,26.0,0.0,3,92.0,Untagged,Merge branch 'main' of git@github.ncsu.edu:engr-csc216-fall2020/csc216-T-P2-32.git into main,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36528,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 21:30:08,Added parameters to setters for customer,6.0,5.0,22.0,1.0,3,40.0,Untagged,Added parameters to setters for customer,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36515,rjlinwgjwn,M,csc216-T-P2-32,2020-10-26 14:28:02,[Testing] Tested MenuItem,2.0,1.0,25.0,0.0,0,25.0,TESTING, Tested MenuItem,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
36529,rjlinwgjwn,M,csc216-T-P2-32,2020-10-22 10:28:59,Added test-files folder,16.0,2.0,12.0,1.0,3,23.0,Untagged,Added test-files folder,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
36498,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 18:39:28,Fixed comparison in the Add method sortedList,2.0,1.0,24.0,0.0,3,45.0,Untagged,Fixed comparison in the Add method sortedList,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
36452,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 15:29:15,Removed a check for null item,1.0,0.0,14.0,0.0,3,29.0,Untagged,Removed a check for null item,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36468,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 10:40:23,Changed placeOrder to keep menuItems of Order,1.0,0.0,15.0,0.0,3,45.0,Untagged,Changed placeOrder to keep menuItems of Order,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
36469,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 10:30:04,Corrected setLastOrderNumber and tests,1.0,0.0,15.0,0.0,3,38.0,Untagged,Corrected setLastOrderNumber and tests,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
36470,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 10:19:13,Working on setLastOrderNumber,1.0,0.0,15.0,0.0,3,29.0,Untagged,Working on setLastOrderNumber,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36471,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 09:51:28,more changes to addMenuItem,1.0,0.0,15.0,0.0,3,27.0,Untagged,more changes to addMenuItem,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36472,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 09:43:34,added ending return statement to addMenuItme,1.0,0.0,15.0,0.0,3,44.0,Untagged,added ending return statement to addMenuItme,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
36473,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 09:42:41,increase quantity of order item instead of skipping a duplicate,1.0,0.0,15.0,0.0,3,63.0,Untagged,increase quantity of order item instead of skipping a duplicate,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36474,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 09:38:14,fixed a case where a duplicate item could be added to an order,1.0,0.0,15.0,0.0,3,62.0,Untagged,fixed a case where a duplicate item could be added to an order,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[debugging]
36475,rjlinwgjwn,M,csc216-T-P2-32,2020-11-04 19:05:06,Implemented setLastOrderNumber,1.0,0.0,16.0,0.0,2,30.0,Untagged,Implemented setLastOrderNumber,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
36476,rjlinwgjwn,M,csc216-T-P2-32,2020-11-04 18:57:54,Added a check for an empty order list in setLastOrderNumber,1.0,0.0,16.0,0.0,2,59.0,Untagged,Added a check for an empty order list in setLastOrderNumber,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
36477,rjlinwgjwn,M,csc216-T-P2-32,2020-11-04 18:54:23,removed throws ModelException from setLastOrderNumebr method header,1.0,0.0,16.0,0.0,2,67.0,Untagged,removed throws ModelException from setLastOrderNumebr method header,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36478,rjlinwgjwn,M,csc216-T-P2-32,2020-11-04 18:53:09,Removed ModelException from setLastOrderNumber,1.0,0.0,16.0,0.0,2,46.0,Untagged,Removed ModelException from setLastOrderNumber,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36479,rjlinwgjwn,M,csc216-T-P2-32,2020-11-04 18:51:42,Added index check to setLastOrderNumber,1.0,0.0,16.0,0.0,2,39.0,Untagged,Added index check to setLastOrderNumber,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36480,rjlinwgjwn,M,csc216-T-P2-32,2020-11-04 18:40:27,Implemented editCustomer and added exception for duplicate customer,1.0,0.0,16.0,0.0,2,67.0,Untagged,Implemented editCustomer and added exception for duplicate customer,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
36497,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 21:49:06,[Implementation] Corrected Class header for SortedList,2.0,1.0,24.0,0.0,3,54.0,IMPLEMENTATION, Corrected Class header for SortedList,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
36481,rjlinwgjwn,M,csc216-T-P2-32,2020-11-03 11:36:12,Changed index check for the UniqueList's add by index method,1.0,0.0,17.0,0.0,1,60.0,Untagged,Changed index check for the UniqueList's add by index method,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
36483,rjlinwgjwn,M,csc216-T-P2-32,2020-11-03 11:08:02,Corrected Order.toString,1.0,0.0,19.0,0.0,1,24.0,Untagged,Corrected Order.toString,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[test]
36484,rjlinwgjwn,M,csc216-T-P2-32,2020-10-31 11:58:22,Added and fixes exceptions in List package,1.0,0.0,19.0,0.0,5,42.0,Untagged,Added and fixes exceptions in List package,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[bugfix]
36485,rjlinwgjwn,M,csc216-T-P2-32,2020-10-31 11:53:17,Added IllegalArgumentExceptions to SortedList and UniqueList,1.0,0.0,19.0,0.0,5,60.0,Untagged,Added IllegalArgumentExceptions to SortedList and UniqueList,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36486,rjlinwgjwn,M,csc216-T-P2-32,2020-10-31 11:49:34,More Jenkins fixes for Model package,1.0,0.0,19.0,0.0,5,36.0,Untagged,More Jenkins fixes for Model package,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[test]
36487,rjlinwgjwn,M,csc216-T-P2-32,2020-10-31 11:27:21,[Implementation] Fixed ModelException message in MenuItem,1.0,0.0,20.0,0.0,5,57.0,IMPLEMENTATION, Fixed ModelException message in MenuItem,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
36488,rjlinwgjwn,M,csc216-T-P2-32,2020-10-31 11:25:18,[Implementation and Testing] Addressed failing Jenkins tests in Model,1.0,0.0,21.0,0.0,5,69.0,Untagged,[Implementation and Testing] Addressed failing Jenkins tests in Model,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[test]
36489,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 22:56:11,[Testing] Completed ManuManagerTest,1.0,0.0,24.0,0.0,3,35.0,TESTING, Completed ManuManagerTest,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
36490,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 22:47:28,[Testing] Finished tests and implementation of Model package classes,1.0,0.0,24.0,0.0,3,68.0,TESTING, Finished tests and implementation of Model package classes,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[implementation]
36491,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 22:44:35,Finished tests for and removed PMD errors from Model package,1.0,1.0,24.0,0.0,3,60.0,Untagged,Finished tests for and removed PMD errors from Model package,Untagged,TestingStyling,Untagged,TestingStyling,untagged,Team P2,mixed,1,1,[test]
36492,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 22:22:32,Removed PMD errors and implemented removeMenuItem in MenuManager,1.0,1.0,24.0,0.0,3,64.0,Untagged,Removed PMD errors and implemented removeMenuItem in MenuManager,Untagged,ImplementationStyling,Untagged,ImplementationStyling,untagged,Team P2,mixed,1,1,[implementation]
36493,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 22:14:15,[Implementation] Implemented getOrderItemIndexFromMenuItem in Order,1.0,1.0,24.0,0.0,3,67.0,IMPLEMENTATION, Implemented getOrderItemIndexFromMenuItem in Order,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
36494,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 22:02:23,Removed PMD errors from HLOJDataReader,1.0,1.0,24.0,0.0,3,38.0,Untagged,Removed PMD errors from HLOJDataReader,Untagged,Styling,Untagged,Styling,untagged,Team P2,mixed,1,1,[debugging]
36495,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 21:55:10,[Implementation] Implement Comparable interface to all necessary classes,1.0,1.0,24.0,0.0,3,72.0,IMPLEMENTATION, Implement Comparable interface to all necessary classes,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
36482,rjlinwgjwn,M,csc216-T-P2-32,2020-11-03 11:30:57,Made changes to UniqueList remove and get methods,1.0,0.0,19.0,0.0,1,49.0,Untagged,Made changes to UniqueList remove and get methods,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36530,rjlinwgjwn,M,csc216-T-P2-32,2020-10-21 22:40:05,Added methods and javadoc to all manager classes,35.0,2.0,12.0,1.0,2,48.0,Untagged,Added methods and javadoc to all manager classes,Untagged,DocumentationImplementation,Untagged,DocumentationImplementation,untagged,Team P2,mixed,1,1,[documentation]
36496,rjlinwgjwn,M,csc216-T-P2-32,2020-10-29 21:50:17,[Implementation] Began implementing HLOJDataWriter,2.0,1.0,24.0,0.0,3,50.0,IMPLEMENTATION, Began implementing HLOJDataWriter,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
36532,rjlinwgjwn,M,csc216-T-P2-32,2020-10-19 15:47:56,Created all packages and classes from UML Diagram,36.0,2.0,12.0,1.0,0,49.0,Untagged,Created all packages and classes from UML Diagram,Untagged,Design,Untagged,Design,untagged,Team P2,mixed,1,1,[skeleton]
36467,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 12:45:16,Completed implementation of HLOJDataWriter (needs testing),1.0,0.0,15.0,0.0,3,58.0,Untagged,Completed implementation of HLOJDataWriter (needs testing),Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[implementation]
36466,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 12:45:25,Merge branch 'main' of git@github.ncsu.edu:engr-csc216-fall2020/csc216-T-P2-32.git into main,1.0,0.0,15.0,0.0,3,92.0,Untagged,Merge branch 'main' of git@github.ncsu.edu:engr-csc216-fall2020/csc216-T-P2-32.git into main,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36465,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 13:01:19,Changed Order.getOrder to better work with DataWriter,1.0,0.0,15.0,0.0,3,53.0,Untagged,Changed Order.getOrder to better work with DataWriter,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36464,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 13:08:15,Fixed an error in DataWriterTest,1.0,1.0,15.0,0.0,3,32.0,Untagged,Fixed an error in DataWriterTest,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[bugfix]
36463,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 13:18:59,Delete con,1.0,0.0,15.0,0.0,3,10.0,Untagged,Delete con,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36462,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 13:19:42,Corrected error messages in DataReader,1.0,1.0,15.0,0.0,3,38.0,Untagged,Corrected error messages in DataReader,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36461,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 13:19:50,Merge branch 'main' of git@github.ncsu.edu:engr-csc216-fall2020/csc216-T-P2-32.git into main,1.0,0.0,15.0,0.0,3,92.0,Untagged,Merge branch 'main' of git@github.ncsu.edu:engr-csc216-fall2020/csc216-T-P2-32.git into main,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36460,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 13:47:01,If Customer is null no Order will be created in DataReader,1.0,0.0,15.0,0.0,3,58.0,Untagged,If Customer is null no Order will be created in DataReader,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36459,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 14:03:52,DataReader implementation and testing,1.0,0.0,15.0,0.0,3,37.0,Untagged,DataReader implementation and testing,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[implementation]
36458,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 14:30:06,Added state check for data reader,1.0,0.0,15.0,0.0,3,33.0,Untagged,Added state check for data reader,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36456,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 14:48:26,Fixed reading in the order number,1.0,0.0,15.0,0.0,3,33.0,Untagged,Fixed reading in the order number,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[debugging]
36455,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 14:53:21,Added a break statement to end faulty menuItems,1.0,0.0,15.0,0.0,3,47.0,Untagged,Added a break statement to end faulty menuItems,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
36454,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 15:10:00,More work on DataReader (added a few break statements for faulty info),1.0,0.0,14.0,0.0,3,70.0,Untagged,More work on DataReader (added a few break statements for faulty info),Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36457,rjlinwgjwn,M,csc216-T-P2-32,2020-11-05 14:41:27,Fixed state check in data reader,1.0,0.0,15.0,0.0,3,32.0,Untagged,Fixed state check in data reader,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[debugging]
36536,rjlinwgjwn,M,csc216-T-P2-32,2020-10-19 15:05:33,Created Project2,57.0,0.0,1.0,0.0,0,16.0,Untagged,Created Project2,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36531,rjlinwgjwn,M,csc216-T-P2-32,2020-10-21 14:05:47,Wrote methods for all classes in model (except Menu and Order Managers),35.0,2.0,12.0,1.0,2,71.0,Untagged,Wrote methods for all classes in model (except Menu and Order Managers),Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
36533,rjlinwgjwn,M,csc216-T-P2-32,2020-10-19 15:36:09,Added view package,47.0,0.0,3.0,1.0,0,18.0,Untagged,Added view package,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
36534,rjlinwgjwn,M,csc216-T-P2-32,2020-10-19 15:24:22,Created the proper Project2,53.0,0.0,2.0,0.0,0,27.0,Untagged,Created the proper Project2,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
36535,rjlinwgjwn,M,csc216-T-P2-32,2020-10-19 15:08:59,Added .pmd and .checkstyle,55.0,0.0,2.0,0.0,0,26.0,Untagged,Added .pmd and .checkstyle,Untagged,Styling,Untagged,Styling,untagged,Team P2,mixed,1,1,[style]
26765,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-31 11:17:54,[Implementation] - updates to CustomerManager,177.0,1.0,24.0,0.0,5,45.0,IMPLEMENTATION, - updates to CustomerManager,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
26767,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 22:29:22,[Testing] - all classes at 60% coverage,177.0,1.0,24.0,0.0,3,39.0,TESTING, - all classes at 60% coverage,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
26768,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 22:26:21,[Testing] - tests at 60% coverage,177.0,1.0,24.0,0.0,3,33.0,TESTING, - tests at 60% coverage,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
26764,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-31 11:20:20,[Errors] - fixed PMD erro,177.0,1.0,24.0,0.0,5,25.0,ERRORS, - fixed PMD erro,Misc,ImplementationStyling,False,ImplementationStyling,debugging,Team P2,mixed,1,1,[debugging]
26769,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 21:33:42,[Errors] - foxed PMD,177.0,1.0,24.0,0.0,3,20.0,ERRORS, - foxed PMD,Misc,Styling,False,Styling,debugging,Team P2,mixed,1,1,[debugging]
26770,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 21:29:32,[Testing] - edited CustomerManagerTest,177.0,1.0,24.0,0.0,3,38.0,TESTING, - edited CustomerManagerTest,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
26771,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 19:11:19,[Errors] - fixed most PMD alerts,177.0,1.0,24.0,0.0,3,32.0,ERRORS, - fixed most PMD alerts,Misc,ImplementationStyling,False,ImplementationStyling,debugging,Team P2,mixed,1,1,[debugging]
26772,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 18:52:46,[Errors] - fixed PMD errors,177.0,1.0,24.0,0.0,3,27.0,ERRORS, - fixed PMD errors,Misc,ImplementationStyling,False,ImplementationStyling,debugging,Team P2,mixed,1,1,[debugging]
26773,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 18:45:12,[Errors] - fixing PMD errors,177.0,1.0,24.0,0.0,3,28.0,ERRORS, - fixing PMD errors,Misc,ImplementationStyling,False,ImplementationStyling,debugging,Team P2,mixed,1,1,[debugging]
26774,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 18:32:28,[Testing] - fixed empty catch blocks,177.0,1.0,24.0,0.0,3,36.0,TESTING, - fixed empty catch blocks,Testing,Implementation,False,ImplementationTesting,test,Team P2,mixed,1,1,[test]
26763,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-31 19:13:17,[Implementation] - edits to OrderManager;CustomerManager; and MenuManager,177.0,1.0,24.0,0.0,5,73.0,IMPLEMENTATION, - edits to OrderManager;CustomerManager; and MenuManager,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
26762,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-31 20:44:18,[Testing] - changes to Manager tests to fix failures and errors,177.0,1.0,24.0,0.0,5,63.0,TESTING, - changes to Manager tests to fix failures and errors,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
26761,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-31 21:37:28,[Implementation] - began implementing HLOJDataWriter,177.0,1.0,24.0,0.0,5,52.0,IMPLEMENTATION, - began implementing HLOJDataWriter,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
26766,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 22:32:45,[Errors] - PMD Fix,177.0,1.0,24.0,0.0,3,18.0,ERRORS, - PMD Fix,Misc,ImplementationStyling,False,ImplementationStyling,debugging,Team P2,mixed,1,1,[debugging]
26785,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-22 22:34:22,[Checkstyle] - more error fixing in model.manager,177.0,2.0,24.0,0.0,3,49.0,CHECKSTYLE, - more error fixing in model.manager,Styling,Implementation,False,ImplementationStyling,style,Team P2,mixed,1,1,[style]
26776,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 18:23:47,[Testing] - added tests for the model package,177.0,1.0,24.0,0.0,3,45.0,TESTING, - added tests for the model package,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
26734,3jqjnmyqgp,F,csc216-T-P2-36,2020-11-05 23:00:01,[Testing] - tested Customer,154.0,1.0,22.0,0.0,3,27.0,TESTING, - tested Customer,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
26790,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-22 21:13:18,[Errors] - added extends AbstractList,189.0,1.0,14.0,0.0,3,37.0,ERRORS, - added extends AbstractList,Misc,Misc,True,Misc,debugging,Team P2,mixed,1,1,[debugging]
26789,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-22 21:16:12,[Errors] - fixed unnecessary throws clause in addMenuItem,189.0,1.0,14.0,0.0,3,57.0,ERRORS, - fixed unnecessary throws clause in addMenuItem,Misc,Implementation,False,Implementation,debugging,Team P2,mixed,1,1,[debugging]
26788,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-22 21:24:08,[Errors] - removed unnecessary throws clause,189.0,1.0,14.0,0.0,3,44.0,ERRORS, - removed unnecessary throws clause,Misc,Misc,True,Misc,debugging,Team P2,mixed,1,1,[debugging]
26787,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-22 21:32:53,[Skeleton] - generated tests,177.0,2.0,25.0,0.0,3,28.0,SKELETON, - generated tests,Misc,Testing,False,Testing,skeleton,Team P2,mixed,1,1,[skeleton]
26786,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-22 22:19:25,[Checkstyle] - fixed Checkstyle errors in hloj.model; hloj.model.io; hloj.model.lists,177.0,2.0,24.0,0.0,3,85.0,CHECKSTYLE, - fixed Checkstyle errors in hloj.model; hloj.model.io; hloj.model.lists,Styling,ImplementationStyling,True,ImplementationStyling,style,Team P2,mixed,1,1,[implementation]
26775,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-29 18:25:38,[Errors] - fixed ArrayLIst import,177.0,1.0,24.0,0.0,3,33.0,ERRORS, - fixed ArrayLIst import,Misc,Implementation,False,Implementation,debugging,Team P2,mixed,1,1,[implementation]
26784,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-22 22:46:17,[Checkstyle] - fixed all checkstyle errors,177.0,2.0,24.0,0.0,3,42.0,CHECKSTYLE, - fixed all checkstyle errors,Styling,ImplementationStyling,True,ImplementationStyling,style,Team P2,mixed,1,1,[style]
26782,3jqjnmyqgp,F,csc216-T-P2-36,2020-10-28 12:02:37,[Implementation] - attempt to yellowball again,177.0,2.0,24.0,0.0,2,46.0,IMPLEMENTATION, - attempt to yellowball again,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
